semi,clsno,clsfor,clsName,clsRoom,clsOpt,start,end,week,hour,crid,stuCount,teacher
1082,D6639,保金二乙,全民國防教育 (學年),４,必,4,4,星期一,1,1,40,瞿韻華
1082,D6641,保金二乙,健康與護理 (學年),３,必,3,3,星期一,1,1,40,楊淑雅
1082,D6644,保金二乙,數學 (學年),１,必,1,2,星期一,3,3,47,劉議謙
1082,D6754,資工二甲,英文 (學年),５,必,5,7,星期一,3,3,46,吳文祺
1082,D6757,資工二甲,程式設計 (學年),２,必,2,4,星期一,3,3,46,陳同孝張培新
1082,D5796,護理一甲,生理學,２,必,2,4,星期一,3,3,66,湯曉君
1082,D5801,護理一甲,全民國防教育 (學年),５,必,5,5,星期一,1,1,53,謝慧娟
1082,D5802,護理一甲,英語文 (學年),６,必,6,8,星期一,3,3,53,李宜容
1082,D5816,護理一乙,全民國防教育 (學年),６,必,6,6,星期一,1,1,52,謝慧娟
1082,D5812,護理一乙,地理,３,必,3,4,星期一,2,2,52,李孟芬
1082,D5817,護理一乙,英語文 (學年),１,必,1,5,星期一,3,3,53,張芳琪
1082,D5918,企管一甲,多媒體製作,５,必,5,7,星期一,3,3,45,張益豪
1082,D5928,企管一甲,體育 (學年),１,必,1,2,星期一,2,1,45,何全進
1082,D5931,企管一乙,公民與社會,３,必,3,4,星期一,2,2,46,梁平
1082,D5935,企管一乙,全民國防教育 (學年),５,必,5,5,星期一,1,1,45,謝曉甄
1082,D5937,企管一乙,健康與護理 (學年),６,必,6,6,星期一,1,1,45,謝玉琴
1082,D5933,企管一乙,藝術生活,１,必,1,2,星期一,2,2,47,何昕家
1082,D6051,國貿一甲,數學 (學年),５,必,5,6,星期一,2,2,53,劉哲明
1082,D6053,國貿一甲,體育 (學年),１,必,1,2,星期一,2,1,50,劉記帆
1082,D6049,國貿一甲,國語文 (學年),７,必,7,8,星期一,4,4,50,王千宜
1082,D6111,會資一甲,公民與社會,７,必,7,8,星期一,2,2,44,周芳怡
1082,D6115,會資一甲,初級會計學 (學年),５,必,5,6,星期一,5,4,45,楊莉玲
1082,D6120,會資一甲,數學 (學年),３,必,3,4,星期一,4,4,44,程雅琳
1082,D6122,會資一甲,體育 (學年),１,必,1,2,星期一,2,1,44,楊子孟
1082,D6126,會資一乙,公民與社會,５,必,5,6,星期一,2,2,44,施幸利
1082,D6129,會資一乙,全民國防教育 (學年),１,必,1,1,星期一,1,1,43,謝曉甄
1082,D6132,會資一乙,計算機概論 (學年),３,必,3,4,星期一,2,2,43,陳柏淩
1082,D6133,會資一乙,健康與護理 (學年),２,必,2,2,星期一,1,1,44,楊淑雅
1082,D6136,會資一乙,歷史 (學年),７,必,7,8,星期一,2,2,47,趙廣傑
1082,D6244,品設科菁英班一甲,公民與社會,５,必,5,6,星期一,2,2,45,周芳怡
1082,D6252,品設科菁英班一甲,健康與護理 (學年),７,必,7,7,星期一,1,1,44,謝玉琴
1082,D6255,品設科菁英班一甲,歷史 (學年),３,必,3,4,星期一,2,2,46,廖啟照
1082,D6315,資管一甲,會計學 (學年),３,必,3,5,星期一,3,3,44,張素惠
1082,D6317,資管一甲,歷史 (學年),１,必,1,2,星期一,2,2,44,張文昌
1082,D6308,資管一甲,資訊科技,６,必,6,7,星期一,2,2,44,羅張瓊誼
1082,D6376,日語一甲,歷史 (學年),５,必,5,6,星期一,2,2,51,廖啟照
1082,D6377,日語一甲,體育 (學年),１,必,1,2,星期一,2,1,51,張育瑞
1082,D6379,日語一甲,日語文演練 (學年),７,必,7,8,星期一,2,2,26,謝敏華
1082,D7933,日語一甲,日語文演練 (學年),７,必,7,8,星期一,2,2,28,張瓊瑜
1082,D6451,英語一甲,公民與社會 (學年),３,必,3,4,星期一,2,2,57,周芳怡
1082,D6446,英語一甲,企業概論,７,選,7,8,星期一,2,2,56,徐琍萍
1082,D6453,英語一甲,全民國防教育 (學年),２,必,2,2,星期一,1,1,53,謝曉甄
1082,D6448,英語一甲,音樂,５,必,5,6,星期一,2,2,54,呂佳陵
1082,D6457,英語一甲,健康與護理 (學年),１,必,1,1,星期一,1,1,58,楊淑雅
1082,D6540,資應菁英班一甲,會計學 (學年),２,必,2,4,星期一,3,3,48,黃彥樺
1082,D6535,資應菁英班一甲,英語文 (學年),６,必,6,8,星期一,3,3,46,游惠捷
1082,D6604,保金一甲,體育 (學年),１,必,1,2,星期一,2,1,43,楊士欣
1082,D6600,保金一甲,國語文 (學年),３,必,3,4,星期一,4,4,45,胡淑貞
1082,D6597,保金一甲,英語文 (學年),５,必,5,5,星期一,3,3,44,楊錦麗
1082,D6607,保金一乙,公民與社會,７,必,7,8,星期一,2,2,44,施幸利
1082,D6609,保金一乙,全民國防教育 (學年),６,必,6,6,星期一,1,1,43,林進士
1082,D6612,保金一乙,健康與護理 (學年),５,必,5,5,星期一,1,1,43,謝玉琴
1082,D6613,保金一乙,國語文 (學年),１,必,1,2,星期一,4,4,44,馬嘉賢
1082,D6728,資工一甲,數學 (學年),３,必,3,4,星期一,4,4,48,黃馨逸
1082,D6731,資工一甲,基本電學 (學年),５,必,5,7,星期一,3,3,49,陳逸倫
1082,D9563,資工一甲,資訊科技與運算思維,１,選,1,2,星期一,3,3,46,張翠蘋
1082,D6735,資工一乙,地理,１,必,1,2,星期一,2,2,48,李孟芬
1082,D6736,資工一乙,音樂,３,必,3,4,星期一,2,2,48,呂佳陵
1082,D6744,資工一乙,歷史 (學年),５,必,5,6,星期一,2,2,48,張文昌
1082,D6746,資工一乙,基本電學 (學年),７,必,7,9,星期一,3,3,48,張文澤
1082,D8030,護理四Ｂ,實證護理,３,必,3,4,星期一,2,2,43,陳芷如
1082,D6901,企管四Ａ,創意行銷,２,選,2,4,星期一,3,3,55,張淑婷
1082,D6906,企管四Ａ,策略管理,５,必,5,7,星期一,3,3,50,劉朝清
1082,D7988,國貿四Ａ,國際商務談判 (另併２班),５,選,5,6,星期一,2,2,43,林元盛
1082,D9127,國貿四Ａ,國際會展專業實務實作課程 (另併２班),２,選,2,4,星期一,3,3,41,蔡樹芬
1082,D6987,會資四Ａ,會計審計法規 (另併２班),５,選,5,7,星期一,3,3,50,張峯銘
1082,D7031,流管四Ａ,商圈經營與商店規劃 (另併１班),５,選,5,7,星期一,3,3,58,蕭衛鴻
1082,D9093,資管四Ａ,人工智慧,５,選,5,7,星期一,3,3,29,陳牧言范敏玄
1082,D7129,英語四Ａ,旅遊行程規劃 (另併１班),７,選,7,8,星期一,2,2,40,尹雯華
1082,D9610,英語四Ａ,教室管理 (另併１班),３,選,3,4,星期一,2,2,23,徐琍沂
1082,D7175,品設四Ａ,社區關懷服務,３,選,3,4,星期一,2,2,17,徐子雲
1082,D6792,美容三Ａ,自然療法與實務 (另併１班),５,選,5,7,星期一,3,3,60,蔡宜萱
1082,D6796,美容三Ａ,養生瑜珈,３,選,3,4,星期一,2,2,50,蔡宜萱
1082,D6809,美容三Ｂ,髮型梳整與應用 (另併１班),２,選,2,4,星期一,3,3,26,許采茵
1082,D6843,護理三Ａ,英文文獻閱讀 (另併１班),７,選,7,8,星期一,2,2,58,徐幸琪
1082,D6847,護理三Ａ,公共衛生與政策 (另併１班),１,選,1,2,星期一,2,2,23,范牧蘭
1082,D6848,護理三Ａ,老人照護 (另併１班),５,選,5,6,星期一,2,2,60,賴秋絨
1082,D6849,護理三Ａ,衛生行政及法規 (另併１班),３,選,3,4,星期一,2,2,38,范牧蘭
1082,D6895,企管三Ａ,公司理財,２,必,2,4,星期一,3,3,49,王朝仕
1082,D6924,保金三Ａ,人身保險,５,必,5,7,星期一,3,3,45,謝淑慧
1082,D6911,保金三Ａ,金融專業證照輔導（一） (另併２班),２,選,2,4,星期一,3,3,47,廖采如
1082,D6961,國貿三Ａ,商業英語會話 (學年),１,必,1,2,星期一,2,1,24,林佳勳
1082,D6963,國貿三Ａ,國際貿易實務專題 (學年),３,必,3,4,星期一,2,2,46,陳玉蒼
1082,D6956,國貿三Ａ,經貿日文,７,選,7,8,星期一,2,2,27,葉東哲
1082,D6975,會資三Ａ,英語聽力與閱讀（二）,３,選,3,4,星期一,2,2,44,柯品婕
1082,D6997,商設三Ａ,文化創意商品設計,５,選,5,7,星期一,3,3,35,古慈俐
1082,D6998,商設三Ａ,印刷設計實務,２,選,2,4,星期一,3,3,21,林佑蓁
1082,D7022,流管三Ａ,供應鏈管理,５,必,5,7,星期一,3,3,38,陳志騰
1082,D7019,流管三Ａ,動態網頁設計 (另併１班),２,選,2,4,星期一,3,3,38,林文祥
1082,D7046,資管三Ａ,跨平台程式設計,２,選,2,4,星期一,3,3,58,林真伊
1082,D7054,資管三Ａ,管理資訊系統,５,必,5,7,星期一,3,3,59,黃秀美
1082,D8070,日語三Ａ,中日口譯（二）,５,必,5,6,星期一,2,2,22,林雅芬
1082,D7074,日語三Ａ,產業日語,３,選,3,4,星期一,2,2,23,葉東哲
1082,D7085,日語三Ａ,國貿實務（二）,７,必,7,8,星期一,2,2,38,李嗣堯
1082,D7078,日語三Ａ,日語文檢定對策分析（二）,１,選,1,2,星期一,2,2,25,林高德
1082,D7114,英語三Ａ,初級西班牙語 (學年),１,選,1,2,星期一,2,2,23,昝懿珍
1082,D7116,英語三Ａ,英語教學理論與實務 (學年) (另併１班),７,選,7,8,星期一,2,2,22,徐琍沂
1082,D7122,英語三Ａ,英語發表演練 (學年),３,必,3,4,星期一,2,2,19,李右芷
1082,D8054,英語三Ａ,英語發表演練 (學年),３,必,3,4,星期一,2,2,15,陳惠玲
1082,D9586,資應菁英班三Ａ,網路行銷,５,選,5,7,星期一,3,3,40,蔡靜宜
1082,D7148,資應菁英班三Ａ,影像處理,２,選,2,4,星期一,3,3,32,吳明霓
1082,D7164,品設三Ａ,文化研究,７,選,7,8,星期一,2,2,31,蔡宜佳
1082,D7169,品設三Ａ,設計思考,３,選,3,4,星期一,2,2,25,張國威
1082,D9579,商經三Ａ,企業資源規劃,２,選,2,4,星期一,3,3,31,張育瑋
1082,D9476,通識三Ａ,心理學與自我成長 (社會科學領域),５,選,5,6,星期一,2,2,45,楊淳斐
1082,D9475,通識三Ａ,室內景觀與生活 (生活應用領域),５,選,5,6,星期一,2,2,46,蕭家孟
1082,D9477,通識三Ａ,電影與文化 (藝術領域),５,選,5,6,星期一,2,2,47,黃漢青
1082,D9479,通識三Ａ,環境與永續發展 (自然科學領域),５,選,5,6,星期一,2,2,45,何昕家
1082,D9474,通識三Ａ,材料與生活 (生活應用領域),５,選,5,6,星期一,2,2,45,韓聖
1082,D9478,通識三Ａ,中國飲食文化史 (人文領域),５,選,5,6,星期一,2,2,44,魏嚴堅
1082,D9241,美容四１,校外實習（二）,１,選,1,4,星期一,9,9,2,王麗菱
1082,D9242,美容四１,校外實習（二）,１,選,1,2,星期一,9,9,1,王祥齡
1082,D4555,護理四１,綜合實作,３,必,3,4,星期一,6,3,44,謝佩倫鄭美莉陳夏蓮王萱萁高碧琴陳芷如葉月珍楊其璇孫嘉玲柯貞如怡懋．蘇米蘇淑芬
1082,D4568,護理四２,綜合實作,１,必,1,2,星期一,6,3,48,鄭美莉陳夏蓮王萱萁高碧琴葉月珍楊其璇孫嘉玲柯貞如怡懋．蘇米蘇淑芬謝佩倫
1082,D4581,護理四３,綜合實作,５,必,5,6,星期一,6,3,52,蘇淑芬鄭美莉陳夏蓮王萱萁高碧琴葉月珍楊其璇孫嘉玲柯貞如怡懋．蘇米謝佩倫
1082,D4677,企管四１,連鎖事業經營與管理,５,選,5,7,星期一,3,3,19,張又心
1082,D4680,企管四１,策略管理,２,必,2,4,星期一,3,3,54,張慶原
1082,D4892,財稅四１,審計學 (學年),５,必,5,7,星期一,3,2,33,林玫君
1082,D4901,財稅四２,稅務管理 (另併１班),２,選,2,4,星期一,3,3,54,馮永猷
1082,D5256,應統四１,實驗設計與分析,２,必,2,4,星期一,3,3,42,柯沛程
1082,D5297,多媒四１,校外實務見習,５,選,5,8,星期一,4,4,2,蔡子瑋黃國峰
1082,D5440,流管四１,全球供應鏈與運籌實務專題,２,選,2,4,星期一,3,3,27,劉彩霈
1082,D5686,日語四１,商用英語會話Ⅱ,５,必,5,6,星期一,2,2,54,魏毓瑛
1082,D5772,企管系經營管理專班四１,實務技能輔導（二）,５,必,5,6,星期一,2,2,46,鄧天強
1082,D5773,企管系經營管理專班四１,行銷策略規劃,２,必,2,4,星期一,3,3,46,劉佳南
1082,D9207,體育四１,運動與健康（四） - 飛鏢理論與實務,３,選,3,4,星期一,2,2,36,簡偉倫
1082,D12712,體育四１,運動與健康（四） - 桌球理論與實務,３,選,3,4,星期一,2,2,31,楊子孟
1082,D4402,美容三１,皮膚科學 (另併１班),３,必,3,4,星期一,2,2,44,王祥齡
1082,D4398,美容三１,美容膳食設計 (另併１班),５,選,5,6,星期一,2,2,23,高而仕
1082,D9120,美容三１,時尚攝影 (另併１班),５,選,5,7,星期一,3,3,65,溫志維
1082,D9405,休閒三１,烹調實務,５,選,5,7,星期一,3,3,24,曾俊奇
1082,D4673,企管三１,職涯規劃,３,必,3,3,星期一,1,1,46,林育秀
1082,D4751,保金三１,應用文與習作,５,必,5,6,星期一,2,2,43,吳東晟
1082,D8263,保金三２,利率學,５,必,5,7,星期一,3,3,45,蘇真慧
1082,D12413,財稅三１,國際經濟 (另併１班),２,選,2,4,星期一,3,3,23,李顯虎
1082,D9098,財稅三２,財產稅法規與實務,７,必,7,9,星期一,3,3,57,黃淑惠
1082,D4868,財稅三２,商用英文選讀（二） (另併１班),５,選,5,6,星期一,2,1,59,謝湘雯
1082,D4980,財金三２,財務理論與政策,５,必,5,7,星期一,3,3,47,謝富順
1082,D4982,財金三２,期貨與選擇權,２,必,2,4,星期一,3,3,56,邱臙珍
1082,D5063,國貿三１,國際貿易實務 (學年),２,必,2,4,星期一,3,3,45,楊維娟
1082,D5083,國貿三２,國際貿易實務 (學年),４,必,4,6,星期一,3,3,44,何淑鈴
1082,D5172,會資三１,高等會計（一）,３,必,3,4,星期一,4,3,51,劉育秀
1082,D5189,會資三２,會計資訊系統 (學年),２,必,2,4,星期一,3,2,47,陳美嬪
1082,D5245,應統三１,應用文與習作,３,必,3,4,星期一,2,2,38,吳東晟
1082,D5247,應統三１,職涯規劃,２,必,2,2,星期一,1,1,38,楊佑傑
1082,D5290,多媒三１,數位遊戲設計,５,選,5,7,星期一,3,3,24,吳彥良
1082,D5337,室設三１,空調與水電,７,必,7,8,星期一,2,2,38,李孟杰
1082,D5339,室設三１,職涯規劃,６,必,6,6,星期一,1,1,40,游曉薇
1082,D5385,商設三１,品牌策略,３,必,3,4,星期一,2,2,53,詹玉艷
1082,D5387,商設三１,整合行銷傳播學,５,必,5,6,星期一,2,2,49,邱旭蓮
1082,D5428,流管三１,全球運籌管理,５,選,5,7,星期一,3,3,44,王翊和
1082,D5437,流管三１,作業研究 (學年),２,必,2,4,星期一,3,2,49,陳彥匡
1082,D12746,資工三１,實務專題（一） (另併１班),５,必,5,6,星期一,2,2,8,盧永豐
1082,D12747,資工三１,實務專題（一） (另併１班),５,必,5,6,星期一,2,2,3,張翠蘋
1082,D12753,資工三１,實務專題（一） (另併１班),５,必,5,6,星期一,2,2,4,陳世穎
1082,D5509,資工三１,職涯規劃 (另併１班),４,必,4,4,星期一,1,1,64,游曉薇
1082,D5514,資工三２,嵌入式系統程式設計 (另併１班),５,選,5,7,星期一,3,3,33,陳永隆
1082,D5570,資管三１,物件導向系統分析,２,必,2,4,星期一,3,3,53,柯志坤
1082,D5573,資管三１,職涯規劃,１,必,1,1,星期一,1,1,53,張玲娥
1082,D5673,日語三１,國貿實務Ⅱ,３,必,3,4,星期一,2,2,53,李嗣堯
1082,D5674,日語三１,英語商務會話,５,必,5,6,星期一,2,2,49,江彼德
1082,D5737,英語三１,西洋文學概論 (學年),５,必,5,6,星期一,2,2,46,姜葳
1082,D5730,英語三１,專題製作導論（二）,３,必,3,4,星期一,2,2,43,張文俐
1082,D5731,英語三１,職涯規劃,２,必,2,2,星期一,1,1,44,林育秀
1082,D5764,企管系經營管理專班三１,企業資源規劃,５,必,5,6,星期一,2,2,33,趙正敏
1082,D5765,企管系經營管理專班三１,應用文與習作,３,必,3,4,星期一,2,2,33,林燕玲
1082,D5768,企管系經營管理專班三１,實務技能輔導（一）,１,必,1,2,星期一,2,2,33,鄧天強
1082,D5790,美容系技優班三１,技術輔導教學(六),１,必,1,1,星期一,1,0,5,黃啟方
1082,D9455,通識三１,生活與化學 (自然科學領域),７,選,7,8,星期一,2,2,46,韓聖
1082,D9458,通識三１,全民國防教育軍事訓練（二） (生活應用領域),７,選,7,8,星期一,2,2,41,李文夆
1082,D9454,通識三１,臺灣民間宗教與社會 (人文領域),７,選,7,8,星期一,2,2,45,李建德
1082,D9456,通識三１,打擊樂器演奏入門 (藝術領域),７,選,7,8,星期一,2,2,45,蘇卉旻
1082,D9457,通識三１,社會發展與台灣戲劇 (社會科學領域),７,選,7,8,星期一,2,2,45,黃資絜
1082,D9198,體育三１,運動與健康（二） - 飛鏢理論與實務,１,選,1,2,星期一,2,2,30,簡偉倫
1082,D9559,語言三１,英文檢定輔導,７,選,7,8,星期一,2,0,41,康惠晴
1082,D4358,老服二１,長期照顧人力資源管理,３,必,3,4,星期一,2,2,40,梁亞文
1082,D4353,老服二１,健康與長期照顧保險,５,選,5,6,星期一,2,2,38,李卓倫
1082,D4393,美容二１,程式設計與應用,３,必,3,4,星期一,2,2,42,侯幸雨
