semi,clsno,clsfor,clsName,clsRoom,clsOpt,start,end,week,hour,crid,teacher,sch_type
1091,D1745,國貿四甲,週會/班會 (學年),(3804),必,7,8,星期三,2,0,陳玉蒼,1
1091,D1734,國貿四甲,商展行銷概論,(3804),選,2,4,星期三,3,3,張瑩瑤,1
1091,D1855,會資四甲,週會/班會 (學年),(5209),必,7,8,星期三,2,0,黃韞臻,1
1091,D5251,會資四甲,應用統計方法,(5209),必,3,4,星期三,4,4,程雅琳,1
1091,D1859,會資四乙,財務數學,(5210),必,3,4,星期三,4,4,詹明華,1
1091,D1865,會資四乙,高級會計學 (學年),(5210),必,5,6,星期三,4,3,蔡美秀,1
1091,D1867,會資四乙,週會/班會 (學年),(5210),必,7,8,星期三,2,0,陳明宏,1
1091,D1861,會資四乙,會計英文選讀 (學年) (另併１班),(5210),選,1,2,星期三,2,2,黃彥樺,1
1091,D1747,國貿五甲,行銷企劃實務,(3805),選,5,7,星期四,3,3,楊宏昌,1
1091,D6818,會資五甲,國學常識 (另併１班),(5210),選,1,2,星期四,2,2,吳惠珍,1
1091,D1881,會資五甲,審計學 (學年),(7401),必,7,8,星期一,4,4,溫宜潔,1
1091,D1886,會資五乙,投資學 (另併１班),(5211),選,5,7,星期四,3,3,李固遠,1
1091,D1947,品設科菁英班五甲,品牌規劃,(4218),選,5,6,星期四,2,2,洪瑞駿,1
1091,D1953,品設科菁英班五甲,週會/班會 (學年),(4218),必,7,8,星期四,2,0,張國威,1
1091,D2018,資管五甲,週會/班會 (學年),(2403),必,7,8,星期四,2,0,張玲娥,1
1091,D2092,日語五甲,週會/班會 (學年),(3608),必,7,8,星期四,2,0,吳致秀,1
1091,D5821,英語五甲,英語演講與溝通 (學年),(3506),必,5,6,星期四,2,2,梁彩玲,1
1091,D2169,英語五甲,英語語言學概論 (學年),(3508),必,3,4,星期四,2,2,姜葳,1
1091,D2172,英語五甲,週會/班會 (學年),(3508),必,7,8,星期四,2,0,許惠芬,1
1091,D2234,資應菁英班五甲,週會/班會 (學年),(6601),必,7,8,星期四,2,0,林真伊,1
1091,D5881,保金五甲,信託與投資,(7706),必,2,4,星期四,3,3,簡淑華,1
1091,D2340,保金五甲,商用英文會話,(5311),必,5,6,星期四,2,2,勞明慧,1
1091,D2359,保金五乙,商用英文會話,(5305),必,5,6,星期四,2,2,謝玉娥,1
1091,D1541,護理四甲,生涯運動,(0000),必,1,2,星期四,2,0,體育老師,1
1091,D1542,護理四甲,老年護理學,(T402),必,3,4,星期四,2,2,謝佩倫,1
1091,D1535,護理四甲,重症護理概論 (另併１班),(T402),選,5,6,星期四,2,2,蘇淑芬,1
1091,D1536,護理四甲,案例分析 (另併１班),(T403),選,5,6,星期四,2,2,劉淑芳,1
1091,D1537,護理四甲,醫用生理學 (另併１班),(T403),選,7,8,星期四,2,2,程建銘,1
1091,D1560,護理四乙,生涯運動,(0000),必,3,4,星期四,2,0,體育老師,1
1091,D1654,企管四甲,服務業日文（一） (另併１班),(5409),選,3,4,星期四,2,2,張瓊燕,1
1091,D1669,企管四乙,人際關係,(5410),必,5,7,星期四,3,3,龔慧珠,1
1091,D5398,國貿四甲,投資學,(3809),必,7,9,星期四,3,3,黃彥智,1
1091,D5399,國貿四甲,研究方法,(2301),選,5,6,星期四,2,2,黃彥智,1
1091,D1743,國貿四甲,國際貿易實務 (學年),(3804),必,2,3,星期四,4,4,楊維娟,1
1091,D1852,會資四甲,成本與管理會計學 (學年),(5209),必,2,4,星期一,5,4,郭佳如,1
1091,D1853,會資四甲,高級會計學 (學年),(5209),必,7,8,星期二,4,3,蔡美秀,1
1091,D5251,會資四甲,應用統計方法,(5209),必,3,4,星期三,4,4,程雅琳,1
1091,D1864,會資四乙,成本與管理會計學 (學年),(5210),必,4,6,星期二,5,4,郭佳如,1
1091,D1859,會資四乙,財務數學,(5210),必,3,4,星期三,4,4,詹明華,1
1091,D1865,會資四乙,高級會計學 (學年),(5210),必,5,6,星期三,4,3,蔡美秀,1
1091,D1936,品設科菁英班四甲,家具設計,(4206),選,2,4,星期四,3,3,魏明仕,1
1091,D1937,品設科菁英班四甲,時尚工藝設計,(4206),選,5,9,星期四,3,3,李本育,1
1091,D1945,品設科菁英班四甲,週會/班會 (學年),(4206),必,7,8,星期四,2,0,徐子雲,1
1091,D2001,資管四甲,Linux基礎與系統管理,(2401),必,2,4,星期四,3,3,駱榮問,1
1091,D2009,資管四甲,週會/班會 (學年),(3704),必,7,8,星期四,2,0,范敏玄,1
1091,D2063,日語四甲,日本文學概論,(3608),必,1,2,星期四,2,2,南雄太,1
1091,D2068,日語四甲,日語聽講練習（四） (學年),(3414),必,5,6,星期四,2,1,吳致秀,1
1091,D2071,日語四甲,英文寫作（二） (學年),(3605),必,3,4,星期四,2,2,張昭儀,1
1091,D1879,會資五甲,應用微積分 (學年) (另併１班),(7403),選,5,7,星期五,3,3,詹明華,1
1091,D1950,品設科菁英班五甲,專題設計（一）,(4217),必,5,7,星期五,3,3,吳銜容,1
1091,D5885,品設科菁英班五甲,專題設計（一）,(4217),必,5,7,星期五,3,3,王譔博,1
1091,D5886,品設科菁英班五甲,專題設計（一）,(4217),必,5,7,星期五,3,3,張國威,1
1091,D5887,品設科菁英班五甲,專題設計（一）,(4217),必,5,7,星期五,3,3,張國賓,1
1091,D5888,品設科菁英班五甲,專題設計（一）,(4217),必,5,7,星期五,3,3,李本育,1
1091,D5889,品設科菁英班五甲,專題設計（一）,(4217),必,5,7,星期五,3,3,蔡宜佳,1
1091,D5890,品設科菁英班五甲,專題設計（一）,(4217),必,5,7,星期五,3,3,徐子雲,1
1091,D5891,品設科菁英班五甲,專題設計（一）,(4217),必,5,7,星期五,3,3,魏明仕,1
1091,D2010,資管五甲,多媒體行動應用,(2603),選,5,7,星期五,3,3,郭書瑋,1
1091,D5280,日語五甲,日文商用文書寫作 (學年),(3608),必,3,4,星期五,2,2,廖秀娟,1
1091,D2089,日語五甲,日語聽講練習（五） (學年),(3413),必,1,2,星期五,2,1,林恆立,1
1091,D2341,保金五甲,國際金融與匯兌,(5310),必,2,4,星期五,3,3,吳明哲,1
1091,D2335,保金五甲,基金管理 (另併１班),(5310),選,5,7,星期五,3,3,朱國仁,1
1091,D5882,保金五乙,金融實務,(5311),必,2,4,星期五,3,3,彭莉琄,1
1091,D1532,護理四甲,生死觀照 (另併１班),(T402),選,7,8,星期五,2,2,蕭玉霜,1
1091,D1546,護理四甲,醫護英文,(T401),必,1,2,星期五,2,2,陳芷如,1
1091,D1539,護理四甲,靈性照護 (另併１班),(T403),選,7,8,星期五,2,2,洪素寬,1
1091,D1540,護理四甲,長期照護概論 (另併１班),(T403),選,5,6,星期五,2,2,曾月霞陳玉敏,1
1091,D1562,護理四乙,社區衛生護理學,(T402),必,2,4,星期五,3,3,謝佩倫,1
1091,D1655,企管四甲,商務談判與技巧 (另併１班),(5409),選,5,7,星期五,3,3,呂思齊,1
1091,D1662,企管四甲,統計學 (學年),(5409),必,2,4,星期五,3,3,簡郁紘,1
1091,D1668,企管四乙,國際貿易實務,(5410),選,2,4,星期五,3,3,張又心,1
1091,D1742,國貿四甲,商業英語會話 (學年),(3811),必,5,7,星期五,3,1,林佳勳,1
1091,D5310,國貿四甲,商業英語會話 (學年),(3411),必,5,7,星期五,3,1,李金玲,1
1091,D1743,國貿四甲,國際貿易實務 (學年),(3804),必,2,3,星期四,4,4,楊維娟,1
1091,D1845,會資四甲,財政學,(7306),選,5,7,星期五,3,3,廖君華,1
1091,D1856,會資四乙,個體經濟學 (另併１班),(7306),選,2,4,星期五,3,3,林佳揚,1
1091,D1857,會資四乙,財政學,(7301),選,5,7,星期五,3,3,顏志達,1
1091,D1938,品設科菁英班四甲,商品攝影,(4508),選,5,6,星期五,2,2,邱旭蓮,1
1091,D2004,資管四甲,網際系統設計,(2401),必,2,4,星期五,3,3,郭書瑋,1
1091,D2072,日語四甲,英語口語表達（一） (學年),(3413),必,3,4,星期五,2,2,湯馬丁,1
1091,D2073,日語四甲,經濟學 (學年),(3606),必,5,6,星期五,2,2,黎立仁,1
1091,D2149,英語四甲,英文選讀 (學年),(3513),必,5,7,星期五,3,3,梁彩玲,1
1091,D2217,資應菁英班四甲,系統分析與設計,(2404),必,2,4,星期五,3,3,柯志坤,1
1091,D5818,資應菁英班四甲,軟體工程 (另併１班),(2403),選,5,7,星期五,3,3,陳志成,1
1091,D2309,保金四甲,銀行會計 (另併１班),(5308),選,2,4,星期五,3,3,梁勝亮,1
1091,D1497,護理三甲,流行病學概論 (另併１班),(T503),選,5,6,星期五,2,2,林麗鳳,1
1091,D1510,護理三甲,國文 (學年),(T503),必,5,6,星期四,3,3,葉守桓,1
1091,D1507,護理三甲,產科護理學實驗,(M509),必,3,4,星期五,2,1,葉月珍,1
1091,D1683,企管五甲,專題製作 (學年),(0000),必,1,3,星期六,3,3,李國瑋,1
1091,D5317,企管五甲,專題製作 (學年),(0000),必,1,3,星期六,3,3,陳柏儒,1
1091,D5319,企管五甲,專題製作 (學年),(0000),必,1,3,星期六,3,3,趙正敏,1
1091,D8429,企管五甲,專題製作 (學年),(0000),必,1,3,星期六,3,3,賴慧敏,1
1091,D5318,企管五甲,專題製作 (學年),(0000),必,1,3,星期六,3,3,李家瑩戴偉勝,1
1091,D1690,企管五乙,專題製作 (學年),(0000),必,4,6,星期六,3,3,趙正敏,1
1091,D5322,企管五乙,專題製作 (學年),(0000),必,4,6,星期六,3,3,林孟眉,1
1091,D5323,企管五乙,專題製作 (學年),(0000),必,4,6,星期六,3,3,李家瑩,1
1091,D5324,企管五乙,專題製作 (學年),(0000),必,4,6,星期六,3,3,賴慧敏,1
1091,D5325,企管五乙,專題製作 (學年),(0000),必,4,6,星期六,3,3,林宜欣,1
1091,D5326,企管五乙,專題製作 (學年),(0000),必,4,6,星期六,3,3,袁本麗,1
1091,D8432,企管五乙,專題製作 (學年),(0000),必,4,6,星期六,3,3,李國瑋,1
1091,D8433,企管五乙,專題製作 (學年),(0000),必,4,6,星期六,3,3,張又心,1
1091,D1949,品設科菁英班五甲,校外實習,(4215),必,1,3,星期六,3,3,吳銜容,1
1091,D5892,品設科菁英班五甲,校外實習,(4215),必,1,3,星期六,3,3,張國威,1
1091,D5893,品設科菁英班五甲,校外實習,(4215),必,1,3,星期六,3,3,蔡宜佳,1
1091,D5894,品設科菁英班五甲,校外實習,(4215),必,1,3,星期六,3,3,李本育,1
1091,D2016,資管五甲,資訊管理實務專題（二）,(0000),必,1,3,星期六,3,2,黃天麒,1
1091,D5778,資管五甲,資訊管理實務專題（二）,(0000),必,1,3,星期六,3,2,姜琇森,1
1091,D8496,資管五甲,資訊管理實務專題（二）,(0000),必,1,3,星期六,3,2,范敏玄,1
1091,D8497,資管五甲,資訊管理實務專題（二）,(0000),必,1,3,星期六,3,2,蕭國倫,1
1091,D8498,資管五甲,資訊管理實務專題（二）,(0000),必,1,3,星期六,3,2,柯志坤,1
